"followers","genres","href","id","name","popularity","type","uri"
259937,"alternative r&b, australian hip hop, conscious hip hop, escape room, zambian hip hop","https://api.spotify.com/v1/artists/7fw0E8WHdG3r9SuPBcGmWk","7fw0E8WHdG3r9SuPBcGmWk","Sampa the Great",48,"artist","spotify:artist:7fw0E8WHdG3r9SuPBcGmWk"
1568794,"modern blues, neo soul, soul","https://api.spotify.com/v1/artists/3qnGvpP8Yth1AqSBMqON5x","3qnGvpP8Yth1AqSBMqON5x","Leon Bridges",70,"artist","spotify:artist:3qnGvpP8Yth1AqSBMqON5x"
1870254,"alt z, la indie, pop, pov: indie","https://api.spotify.com/v1/artists/37M5pPGs6V1fchFJSgCguX","37M5pPGs6V1fchFJSgCguX","FINNEAS",66,"artist","spotify:artist:37M5pPGs6V1fchFJSgCguX"
698138,"acoustic pop, australian indie folk, indie folk, stomp and holler","https://api.spotify.com/v1/artists/79hrYiudVcFyyxyJW0ipTy","79hrYiudVcFyyxyJW0ipTy","The Paper Kites",67,"artist","spotify:artist:79hrYiudVcFyyxyJW0ipTy"
156727,"australian indie folk, folk-pop","https://api.spotify.com/v1/artists/6cSxzHrQgGc4I4Ck5Gewej","6cSxzHrQgGc4I4Ck5Gewej","Sons Of The East",57,"artist","spotify:artist:6cSxzHrQgGc4I4Ck5Gewej"
1877825,"alternative dance, indie rock, modern rock, new rave, rock independant francais","https://api.spotify.com/v1/artists/1xU878Z1QtBldR7ru9owdU","1xU878Z1QtBldR7ru9owdU","Phoenix",63,"artist","spotify:artist:1xU878Z1QtBldR7ru9owdU"
1619702,"icelandic indie, icelandic rock, modern alternative rock","https://api.spotify.com/v1/artists/7jdFEYD2LTYjfwxOdlVjmc","7jdFEYD2LTYjfwxOdlVjmc","KALEO",68,"artist","spotify:artist:7jdFEYD2LTYjfwxOdlVjmc"
1053651,"alternative hip hop, escape room, hip hop, political hip hop","https://api.spotify.com/v1/artists/4RnBFZRiMLRyZy0AzzTg2C","4RnBFZRiMLRyZy0AzzTg2C","Run The Jewels",58,"artist","spotify:artist:4RnBFZRiMLRyZy0AzzTg2C"
1935619,"indie pop, la indie, pov: indie","https://api.spotify.com/v1/artists/1r1uxoy19fzMxunt3ONAkG","1r1uxoy19fzMxunt3ONAkG","Phoebe Bridgers",76,"artist","spotify:artist:1r1uxoy19fzMxunt3ONAkG"
599522,"chamber pop, freak folk, new weird america","https://api.spotify.com/v1/artists/1YZEoYFXx4AxVv13OiOPvZ","1YZEoYFXx4AxVv13OiOPvZ","Devendra Banhart",55,"artist","spotify:artist:1YZEoYFXx4AxVv13OiOPvZ"
1787006,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz","https://api.spotify.com/v1/artists/1YzCsTRb22dQkh9lghPIrp","1YzCsTRb22dQkh9lghPIrp","Billie Holiday",62,"artist","spotify:artist:1YzCsTRb22dQkh9lghPIrp"
641199,"chamber pop, indie rock, la indie, modern rock, shimmer pop, stomp and holler","https://api.spotify.com/v1/artists/75dQReiBOHN37fQgWQrIAJ","75dQReiBOHN37fQgWQrIAJ","Local Natives",56,"artist","spotify:artist:75dQReiBOHN37fQgWQrIAJ"
999445,"modern alternative rock, modern rock, stomp pop, welsh rock","https://api.spotify.com/v1/artists/2xaAOVImG2O6lURwqperlD","2xaAOVImG2O6lURwqperlD","Catfish and the Bottlemen",61,"artist","spotify:artist:2xaAOVImG2O6lURwqperlD"
704082,"alternative r&b, chicago rap","https://api.spotify.com/v1/artists/7Hjbimq43OgxaBRpFXic4x","7Hjbimq43OgxaBRpFXic4x","Saba",61,"artist","spotify:artist:7Hjbimq43OgxaBRpFXic4x"
6273262,"bedroom pop, indie pop, norwegian indie, pop, pov: indie","https://api.spotify.com/v1/artists/3uwAm6vQy7kWPS2bciKWx9","3uwAm6vQy7kWPS2bciKWx9","girl in red",72,"artist","spotify:artist:3uwAm6vQy7kWPS2bciKWx9"
210037,"nyc pop, retro soul","https://api.spotify.com/v1/artists/5rwUYLyUq8gBsVaOUcUxpE","5rwUYLyUq8gBsVaOUcUxpE","Lawrence",51,"artist","spotify:artist:5rwUYLyUq8gBsVaOUcUxpE"
591397,"chamber pop, indie rock, indietronica, la indie, modern rock","https://api.spotify.com/v1/artists/6dgwEwnK0YtDfS9XhRwBTG","6dgwEwnK0YtDfS9XhRwBTG","Broken Bells",56,"artist","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG"
569031,"baroque pop, chamber pop, chicago indie, indie rock, melancholia, stomp and holler","https://api.spotify.com/v1/artists/4uSftVc3FPWe6RJuMZNEe9","4uSftVc3FPWe6RJuMZNEe9","Andrew Bird",54,"artist","spotify:artist:4uSftVc3FPWe6RJuMZNEe9"
1167383,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, stomp and holler","https://api.spotify.com/v1/artists/4LG4Bs1Gadht7TCrMytQUO","4LG4Bs1Gadht7TCrMytQUO","The Shins",61,"artist","spotify:artist:4LG4Bs1Gadht7TCrMytQUO"
1959184,"polish pop, talent show","https://api.spotify.com/v1/artists/6EB8VE9f7Ut6NOgviN6gDW","6EB8VE9f7Ut6NOgviN6gDW","Dawid Podsiadło",66,"artist","spotify:artist:6EB8VE9f7Ut6NOgviN6gDW"
28120,"","https://api.spotify.com/v1/artists/4Bu9DnBZ12oX7MiiaJy9hK","4Bu9DnBZ12oX7MiiaJy9hK","Carter Vail",37,"artist","spotify:artist:4Bu9DnBZ12oX7MiiaJy9hK"
650410,"israeli pop","https://api.spotify.com/v1/artists/3EOEK57CV77D4ovYVcmiyt","3EOEK57CV77D4ovYVcmiyt","Dennis Lloyd",64,"artist","spotify:artist:3EOEK57CV77D4ovYVcmiyt"
3042245,"modern indie pop, pov: indie, singer-songwriter pop","https://api.spotify.com/v1/artists/164Uj4eKjl6zTBKfJLFKKK","164Uj4eKjl6zTBKfJLFKKK","JVKE",77,"artist","spotify:artist:164Uj4eKjl6zTBKfJLFKKK"
2856136,"alternative rock, indie rock, indietronica, modern rock, rock","https://api.spotify.com/v1/artists/0SwO7SWeDHJijQ3XNS7xEE","0SwO7SWeDHJijQ3XNS7xEE","MGMT",71,"artist","spotify:artist:0SwO7SWeDHJijQ3XNS7xEE"
3478911,"chamber pop, eau claire indie, indie folk, melancholia, modern rock","https://api.spotify.com/v1/artists/4LEiUm1SRbFMgfqnQTwUbQ","4LEiUm1SRbFMgfqnQTwUbQ","Bon Iver",74,"artist","spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ"
57728618,"barbadian pop, pop, urban contemporary","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","5pKCCKE2ajJHZ9KAiaK11H","Rihanna",88,"artist","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H"
31741,"jazz guitar, jazz guitar trio, jazz trio","https://api.spotify.com/v1/artists/6WbUlW1uuChmQumXueDmgp","6WbUlW1uuChmQumXueDmgp","Wes Montgomery Trio",38,"artist","spotify:artist:6WbUlW1uuChmQumXueDmgp"
727818,"chillwave, hypnagogic pop, indie soul, indietronica","https://api.spotify.com/v1/artists/6O4EGCCb6DoIiR6B1QCQgp","6O4EGCCb6DoIiR6B1QCQgp","Toro y Moi",60,"artist","spotify:artist:6O4EGCCb6DoIiR6B1QCQgp"
509183,"austin americana, austindie, indie folk, new americana, stomp and holler","https://api.spotify.com/v1/artists/1fZpYWNWdL5Z3wrDtISFUH","1fZpYWNWdL5Z3wrDtISFUH","Shakey Graves",59,"artist","spotify:artist:1fZpYWNWdL5Z3wrDtISFUH"
763684,"art pop, chamber pop, indie rock, singer-songwriter, stomp and holler","https://api.spotify.com/v1/artists/2kGBy2WHvF0VdZyqiVCkDT","2kGBy2WHvF0VdZyqiVCkDT","Father John Misty",66,"artist","spotify:artist:2kGBy2WHvF0VdZyqiVCkDT"
4782088,"r&b","https://api.spotify.com/v1/artists/360IAlyVv4PCEVjgyMZrxK","360IAlyVv4PCEVjgyMZrxK","Miguel",77,"artist","spotify:artist:360IAlyVv4PCEVjgyMZrxK"
81897,"future bass","https://api.spotify.com/v1/artists/1JV42BPeocUJ0EyQh8ug6V","1JV42BPeocUJ0EyQh8ug6V","smle",46,"artist","spotify:artist:1JV42BPeocUJ0EyQh8ug6V"
7976,"covertronica, finnish edm","https://api.spotify.com/v1/artists/2mdhxkqoWFBLtEC5FRkMD0","2mdhxkqoWFBLtEC5FRkMD0","MKJ",53,"artist","spotify:artist:2mdhxkqoWFBLtEC5FRkMD0"
57731,"baltimore indie","https://api.spotify.com/v1/artists/1VfgWum48nwYJcCfdPwWgs","1VfgWum48nwYJcCfdPwWgs","Michael Nau",51,"artist","spotify:artist:1VfgWum48nwYJcCfdPwWgs"
21438719,"garage rock, modern rock, permanent wave, rock, sheffield indie","https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH","7Ln80lUS6He07XvHI8qqHH","Arctic Monkeys",85,"artist","spotify:artist:7Ln80lUS6He07XvHI8qqHH"
45411,"french indie pop, french indietronica, new french touch","https://api.spotify.com/v1/artists/4UqXejsLj7uwZmzQ9vkmg8","4UqXejsLj7uwZmzQ9vkmg8","Les Gordon",45,"artist","spotify:artist:4UqXejsLj7uwZmzQ9vkmg8"
5946442,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap","https://api.spotify.com/v1/artists/2jku7tDXc6XoB6MO2hFuqg","2jku7tDXc6XoB6MO2hFuqg","Tory Lanez",79,"artist","spotify:artist:2jku7tDXc6XoB6MO2hFuqg"
9200987,"contemporary country, country","https://api.spotify.com/v1/artists/718COspgdWOnwOFpJHRZHS","718COspgdWOnwOFpJHRZHS","Luke Combs",83,"artist","spotify:artist:718COspgdWOnwOFpJHRZHS"
26381,"bubblegrunge","https://api.spotify.com/v1/artists/0fNyhBvhR5Xw6s0EYQewUa","0fNyhBvhR5Xw6s0EYQewUa","Sweet Pill",43,"artist","spotify:artist:0fNyhBvhR5Xw6s0EYQewUa"
100860,"alaska indie","https://api.spotify.com/v1/artists/4o16FybIZV7WPD7tOl7PUd","4o16FybIZV7WPD7tOl7PUd","Ralph Castelli",54,"artist","spotify:artist:4o16FybIZV7WPD7tOl7PUd"
323341,"downtempo, electropop, shiver pop","https://api.spotify.com/v1/artists/2LZDXcxJWgsJfKXZv9a5eG","2LZDXcxJWgsJfKXZv9a5eG","Cashmere Cat",52,"artist","spotify:artist:2LZDXcxJWgsJfKXZv9a5eG"
84685,"boston indie","https://api.spotify.com/v1/artists/19lQ2rJLlP71FOKESiMNJT","19lQ2rJLlP71FOKESiMNJT","Ripe",46,"artist","spotify:artist:19lQ2rJLlP71FOKESiMNJT"
26829,"chillhop, lo-fi beats","https://api.spotify.com/v1/artists/2a42gzUH51UAvwcfy0N6JT","2a42gzUH51UAvwcfy0N6JT","Fujitsu",44,"artist","spotify:artist:2a42gzUH51UAvwcfy0N6JT"
9614,"","https://api.spotify.com/v1/artists/3KJzwEs0Tr6egQZ65WTncE","3KJzwEs0Tr6egQZ65WTncE","Stevedreez",37,"artist","spotify:artist:3KJzwEs0Tr6egQZ65WTncE"
2770,"brooklyn indie","https://api.spotify.com/v1/artists/0ZZBzndaYgoAtcc9T73xqc","0ZZBzndaYgoAtcc9T73xqc","Aligns",36,"artist","spotify:artist:0ZZBzndaYgoAtcc9T73xqc"
4653,"","https://api.spotify.com/v1/artists/218vhB0brgQIVn4ldcXXUl","218vhB0brgQIVn4ldcXXUl","COULOU",29,"artist","spotify:artist:218vhB0brgQIVn4ldcXXUl"
2439268,"bedroom pop, bubblegrunge, indie pop, pov: indie","https://api.spotify.com/v1/artists/35l9BRT7MXmM8bv2WDQiyB","35l9BRT7MXmM8bv2WDQiyB","beabadoobee",74,"artist","spotify:artist:35l9BRT7MXmM8bv2WDQiyB"
38915,"instrumental post-rock","https://api.spotify.com/v1/artists/64Ql0eGtS5olwVo47Km3zt","64Ql0eGtS5olwVo47Km3zt","Black Hill",43,"artist","spotify:artist:64Ql0eGtS5olwVo47Km3zt"
1057140,"liverpool indie, modern alternative rock, modern rock","https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB","0Ya43ZKWHTKkAbkoJJkwIB","The Wombats",61,"artist","spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB"
185883,"modern alternative rock, modern blues rock, modern hard rock, windsor on indie","https://api.spotify.com/v1/artists/5VPCIIfZPK8KPsgz4jmOEC","5VPCIIfZPK8KPsgz4jmOEC","The Blue Stones",53,"artist","spotify:artist:5VPCIIfZPK8KPsgz4jmOEC"
209922,"aussietronica, brisbane indie","https://api.spotify.com/v1/artists/4OSArit7O2Jaj4mgf3YN7A","4OSArit7O2Jaj4mgf3YN7A","Mallrat",57,"artist","spotify:artist:4OSArit7O2Jaj4mgf3YN7A"
765648,"alt z, nz pop","https://api.spotify.com/v1/artists/0Cp8WN4V8Tu4QJQwCN5Md4","0Cp8WN4V8Tu4QJQwCN5Md4","BENEE",64,"artist","spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4"
82490,"modern rock, pov: indie","https://api.spotify.com/v1/artists/6Bllzm0olEwqGwPujaLiuA","6Bllzm0olEwqGwPujaLiuA","Arlie",46,"artist","spotify:artist:6Bllzm0olEwqGwPujaLiuA"
161454,"indie soul","https://api.spotify.com/v1/artists/587PA35pRGL1JwQr6idJbb","587PA35pRGL1JwQr6idJbb","NEIL FRANCES",64,"artist","spotify:artist:587PA35pRGL1JwQr6idJbb"
190543,"folk-pop","https://api.spotify.com/v1/artists/59sBwR0jPSTrbMtuTkRPN5","59sBwR0jPSTrbMtuTkRPN5","Wild Rivers",64,"artist","spotify:artist:59sBwR0jPSTrbMtuTkRPN5"
3294,"","https://api.spotify.com/v1/artists/6l6NgkV6IWYKlRN7jHCQmt","6l6NgkV6IWYKlRN7jHCQmt","Stanley Myers",41,"artist","spotify:artist:6l6NgkV6IWYKlRN7jHCQmt"
1040638,"bedroom pop, la indie","https://api.spotify.com/v1/artists/2sSGPbdZJkaSE2AbcGOACx","2sSGPbdZJkaSE2AbcGOACx","The Marías",68,"artist","spotify:artist:2sSGPbdZJkaSE2AbcGOACx"
298766,"bedroom pop, rochester mn indie","https://api.spotify.com/v1/artists/6ft7JnxMyZhp7N52qzHymY","6ft7JnxMyZhp7N52qzHymY","Vansire",65,"artist","spotify:artist:6ft7JnxMyZhp7N52qzHymY"
1721057,"alt z, indie pop, nyc pop","https://api.spotify.com/v1/artists/6beUvFUlKliUYJdLOXNj9C","6beUvFUlKliUYJdLOXNj9C","King Princess",57,"artist","spotify:artist:6beUvFUlKliUYJdLOXNj9C"
154200,"modern alternative pop","https://api.spotify.com/v1/artists/6QzMY3tnu0m56eKUnr4uCF","6QzMY3tnu0m56eKUnr4uCF","Alfie Templeman",54,"artist","spotify:artist:6QzMY3tnu0m56eKUnr4uCF"
109049,"brostep, deathstep, dubstep","https://api.spotify.com/v1/artists/06VibSJEr3GLxLBBZhRums","06VibSJEr3GLxLBBZhRums","Dion Timmer",47,"artist","spotify:artist:06VibSJEr3GLxLBBZhRums"
869611,"singer-songwriter pop","https://api.spotify.com/v1/artists/5zixe6AbgXPqt4c1uSl94L","5zixe6AbgXPqt4c1uSl94L","Connor Price",71,"artist","spotify:artist:5zixe6AbgXPqt4c1uSl94L"
7447,"hopebeat","https://api.spotify.com/v1/artists/7sAXoFldVGlGtZ5LPVtAYD","7sAXoFldVGlGtZ5LPVtAYD","Sean McVerry",25,"artist","spotify:artist:7sAXoFldVGlGtZ5LPVtAYD"
59973,"la pop","https://api.spotify.com/v1/artists/7FhRUp59cBzPaxobsRY1Nc","7FhRUp59cBzPaxobsRY1Nc","Bay Ledges",55,"artist","spotify:artist:7FhRUp59cBzPaxobsRY1Nc"
44559,"kansas indie","https://api.spotify.com/v1/artists/7FvQR6QFfXmW18dyMqnHvv","7FvQR6QFfXmW18dyMqnHvv","Tommy Newport",46,"artist","spotify:artist:7FvQR6QFfXmW18dyMqnHvv"
37400,"indie electropop","https://api.spotify.com/v1/artists/6FmiNnTXQJTmOMAx4kB38R","6FmiNnTXQJTmOMAx4kB38R","Grady",45,"artist","spotify:artist:6FmiNnTXQJTmOMAx4kB38R"
24345,"austindie, pop soul","https://api.spotify.com/v1/artists/3H03S3ZtyYLdzsk6EYndUL","3H03S3ZtyYLdzsk6EYndUL","Sir Woman",44,"artist","spotify:artist:3H03S3ZtyYLdzsk6EYndUL"
6895819,"atl hip hop, melodic rap, rap, trap","https://api.spotify.com/v1/artists/0VRj0yCOv2FXJNP47XQnx5","0VRj0yCOv2FXJNP47XQnx5","Quavo",79,"artist","spotify:artist:0VRj0yCOv2FXJNP47XQnx5"
265374,"instrumental math rock, instrumental post-rock, japanese emo, japanese math rock, japanese post-rock, math rock, midwest emo, post-rock","https://api.spotify.com/v1/artists/0rpKM0MniNkXM1SLSglYUZ","0rpKM0MniNkXM1SLSglYUZ","toe",45,"artist","spotify:artist:0rpKM0MniNkXM1SLSglYUZ"
1392236,"filter house, indie soul","https://api.spotify.com/v1/artists/2FwDTncULUnmANIh7qKa5z","2FwDTncULUnmANIh7qKa5z","FKJ",65,"artist","spotify:artist:2FwDTncULUnmANIh7qKa5z"
7244,"indie hip hop","https://api.spotify.com/v1/artists/1orGzEcUk9PolAOUmBZLR1","1orGzEcUk9PolAOUmBZLR1","Jurdan Bryant",37,"artist","spotify:artist:1orGzEcUk9PolAOUmBZLR1"
4877916,"pop","https://api.spotify.com/v1/artists/2cFrymmkijnjDg9SS92EPM","2cFrymmkijnjDg9SS92EPM","blackbear",74,"artist","spotify:artist:2cFrymmkijnjDg9SS92EPM"
178267,"britpop","https://api.spotify.com/v1/artists/14Gi3Uph96lpNB3utkoVAD","14Gi3Uph96lpNB3utkoVAD","Hard-FI",41,"artist","spotify:artist:14Gi3Uph96lpNB3utkoVAD"
401009,"deep groove house, edm, electro house, future house, house, pop dance, progressive house","https://api.spotify.com/v1/artists/1KpCi9BOfviCVhmpI4G2sY","1KpCi9BOfviCVhmpI4G2sY","Tchami",57,"artist","spotify:artist:1KpCi9BOfviCVhmpI4G2sY"
9087,"texas metal","https://api.spotify.com/v1/artists/0nLFDUWGeYyJ88FNXnx4Xg","0nLFDUWGeYyJ88FNXnx4Xg","Post Profit",25,"artist","spotify:artist:0nLFDUWGeYyJ88FNXnx4Xg"
1657380,"alt z, electropop","https://api.spotify.com/v1/artists/2FovgCfOwN9iqbkCBlKFdT","2FovgCfOwN9iqbkCBlKFdT","Ellise",58,"artist","spotify:artist:2FovgCfOwN9iqbkCBlKFdT"
71512,"indie hip hop, vermont indie","https://api.spotify.com/v1/artists/5uhqkMm8dyQvX83kl4Znq0","5uhqkMm8dyQvX83kl4Znq0","99 Neighbors",42,"artist","spotify:artist:5uhqkMm8dyQvX83kl4Znq0"
55947,"lo-fi beats, lo-fi rap","https://api.spotify.com/v1/artists/6sa0lNcq7YdXNnQKZHFb0D","6sa0lNcq7YdXNnQKZHFb0D","biosphere",46,"artist","spotify:artist:6sa0lNcq7YdXNnQKZHFb0D"
254468,"indie soul, modern alternative pop","https://api.spotify.com/v1/artists/4GoD5FJCgC0lbzde7ly44M","4GoD5FJCgC0lbzde7ly44M","Biig Piig",58,"artist","spotify:artist:4GoD5FJCgC0lbzde7ly44M"
36956,"indie garage rock, liverpool indie","https://api.spotify.com/v1/artists/2eg89iLHG4JMEUZQmFaxou","2eg89iLHG4JMEUZQmFaxou","Trudy and the Romance",37,"artist","spotify:artist:2eg89iLHG4JMEUZQmFaxou"
404979,"alt z, bedroom pop, pov: indie","https://api.spotify.com/v1/artists/1dy5WNgIKQU6ezkpZs4y8z","1dy5WNgIKQU6ezkpZs4y8z","ROLE MODEL",56,"artist","spotify:artist:1dy5WNgIKQU6ezkpZs4y8z"
156,"","https://api.spotify.com/v1/artists/3rSHccifYdKMnGnzF3K1Ba","3rSHccifYdKMnGnzF3K1Ba","Radiolab",0,"artist","spotify:artist:3rSHccifYdKMnGnzF3K1Ba"
276057,"pov: indie, uk pop","https://api.spotify.com/v1/artists/6hV6oxGLeLFw17DGjIPkYD","6hV6oxGLeLFw17DGjIPkYD","Cosmo Sheldrake",53,"artist","spotify:artist:6hV6oxGLeLFw17DGjIPkYD"
18178,"dark pop","https://api.spotify.com/v1/artists/3niPESDNKjDtTNfWzxZkXv","3niPESDNKjDtTNfWzxZkXv","Herizen",35,"artist","spotify:artist:3niPESDNKjDtTNfWzxZkXv"
230,"","https://api.spotify.com/v1/artists/2DHbyC7MLmV3JPVKT9RHdx","2DHbyC7MLmV3JPVKT9RHdx","Restaurante Clásico Jazz",29,"artist","spotify:artist:2DHbyC7MLmV3JPVKT9RHdx"
3540,"","https://api.spotify.com/v1/artists/43Q5wEpQIrdf4h9TG6uXLl","43Q5wEpQIrdf4h9TG6uXLl","Orange Culture",17,"artist","spotify:artist:43Q5wEpQIrdf4h9TG6uXLl"
257476,"nashville indie, pov: indie","https://api.spotify.com/v1/artists/7vtSUU3zpHeYJfX6BPNrJd","7vtSUU3zpHeYJfX6BPNrJd","Briston Maroney",58,"artist","spotify:artist:7vtSUU3zpHeYJfX6BPNrJd"
144683,"chinese electropop","https://api.spotify.com/v1/artists/6fs2or0cKLEM2xohWq8SoX","6fs2or0cKLEM2xohWq8SoX","Lexie Liu",54,"artist","spotify:artist:6fs2or0cKLEM2xohWq8SoX"
