"artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.147,0.0256,0,-29.502,0,0.0432,0.913,0.793,0.112,0.0349,65.411,"4Nln92MWjp7xeylIDthKxR","https://api.spotify.com/v1/audio-analysis/4Nln92MWjp7xeylIDthKxR",5,1,86832,FALSE,"https://api.spotify.com/v1/tracks/4Nln92MWjp7xeylIDthKxR",FALSE,"Other Else","https://p.scdn.co/mp3-preview/4edace570eaab0fd95074445b597b7f30ae79703?cid=c754a384dab5409faec10df188bbe142",1,"track","spotify:track:4Nln92MWjp7xeylIDthKxR","https://open.spotify.com/track/4Nln92MWjp7xeylIDthKxR","Geode","C","minor","C minor"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.677,0.795,0,-7.537,1,0.097,0.0722,0.0199,0.552,0.799,160.077,"4FL6GjEXANjdFQ9HIuMelo","https://api.spotify.com/v1/audio-analysis/4FL6GjEXANjdFQ9HIuMelo",4,1,228250,FALSE,"https://api.spotify.com/v1/tracks/4FL6GjEXANjdFQ9HIuMelo",FALSE,"Voodoo","https://p.scdn.co/mp3-preview/25471fc8aeab12145714695a8227e75d2363956c?cid=c754a384dab5409faec10df188bbe142",2,"track","spotify:track:4FL6GjEXANjdFQ9HIuMelo","https://open.spotify.com/track/4FL6GjEXANjdFQ9HIuMelo","Geode","C","major","C major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.549,0.554,7,-8.65,1,0.0626,0.00286,3.16e-06,0.633,0.341,97.025,"2Bp0ZNttaQuCbypKjdJJiX","https://api.spotify.com/v1/audio-analysis/2Bp0ZNttaQuCbypKjdJJiX",4,1,238250,FALSE,"https://api.spotify.com/v1/tracks/2Bp0ZNttaQuCbypKjdJJiX",FALSE,"Dance the Night Away","https://p.scdn.co/mp3-preview/8676392d23f13bea5aac6fddf626947cb68583e1?cid=c754a384dab5409faec10df188bbe142",3,"track","spotify:track:2Bp0ZNttaQuCbypKjdJJiX","https://open.spotify.com/track/2Bp0ZNttaQuCbypKjdJJiX","Geode","G","major","G major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.46,0.703,4,-10.832,1,0.0377,0.346,0.789,0.324,0.0711,88.98,"440WMk6krUqACSISBTonoG","https://api.spotify.com/v1/audio-analysis/440WMk6krUqACSISBTonoG",4,1,240038,FALSE,"https://api.spotify.com/v1/tracks/440WMk6krUqACSISBTonoG",FALSE,"Pleasantries","https://p.scdn.co/mp3-preview/8a18ee0fbb646df72f60d7dca87fbdb78103c150?cid=c754a384dab5409faec10df188bbe142",4,"track","spotify:track:440WMk6krUqACSISBTonoG","https://open.spotify.com/track/440WMk6krUqACSISBTonoG","Geode","E","major","E major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.509,0.718,0,-7.047,1,0.0681,0.436,0.00124,0.463,0.46,100.005,"2gEA9WrsUF5vQULejHAJd9","https://api.spotify.com/v1/audio-analysis/2gEA9WrsUF5vQULejHAJd9",4,1,255000,FALSE,"https://api.spotify.com/v1/tracks/2gEA9WrsUF5vQULejHAJd9",FALSE,"Can You Hear the Future?","https://p.scdn.co/mp3-preview/406d47f15d58dd07f76f9ac3980e2cda5a6d8bc4?cid=c754a384dab5409faec10df188bbe142",5,"track","spotify:track:2gEA9WrsUF5vQULejHAJd9","https://open.spotify.com/track/2gEA9WrsUF5vQULejHAJd9","Geode","C","major","C major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.383,0.0356,5,-31.957,1,0.0388,0.988,0.907,0.115,0.258,149.945,"3gYtml8QxsipqoBuvcflNf","https://api.spotify.com/v1/audio-analysis/3gYtml8QxsipqoBuvcflNf",4,1,134330,FALSE,"https://api.spotify.com/v1/tracks/3gYtml8QxsipqoBuvcflNf",FALSE,"Refusal","https://p.scdn.co/mp3-preview/52942d958d0f222db4c7b3a561804fcd63a80412?cid=c754a384dab5409faec10df188bbe142",6,"track","spotify:track:3gYtml8QxsipqoBuvcflNf","https://open.spotify.com/track/3gYtml8QxsipqoBuvcflNf","Geode","F","major","F major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.582,0.702,0,-8.758,1,0.0327,0.112,0.000176,0.38,0.478,89.996,"3zKJJzObSqLXcGKdsxDDLC","https://api.spotify.com/v1/audio-analysis/3zKJJzObSqLXcGKdsxDDLC",4,1,249335,FALSE,"https://api.spotify.com/v1/tracks/3zKJJzObSqLXcGKdsxDDLC",FALSE,"Falling from Heaven","https://p.scdn.co/mp3-preview/3c88b33d539a4aa8d9c510d181e0f7c34ebcaa1a?cid=c754a384dab5409faec10df188bbe142",7,"track","spotify:track:3zKJJzObSqLXcGKdsxDDLC","https://open.spotify.com/track/3zKJJzObSqLXcGKdsxDDLC","Geode","C","major","C major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.689,0.752,9,-8.866,1,0.0416,0.122,0.000296,0.591,0.402,115.009,"2jqyONsqLmqFM8gqHOWPA5","https://api.spotify.com/v1/audio-analysis/2jqyONsqLmqFM8gqHOWPA5",4,1,261032,FALSE,"https://api.spotify.com/v1/tracks/2jqyONsqLmqFM8gqHOWPA5",FALSE,"King","https://p.scdn.co/mp3-preview/38f9000414e8212ce3c4f3d234a10b830a7b80a0?cid=c754a384dab5409faec10df188bbe142",8,"track","spotify:track:2jqyONsqLmqFM8gqHOWPA5","https://open.spotify.com/track/2jqyONsqLmqFM8gqHOWPA5","Geode","A","major","A major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","3ZHnX7MtqZ2lzcIy2frrqC","album","2020-05-21",2020,"day",0.627,0.722,7,-7.214,1,0.0289,0.131,0.845,0.0571,0.596,110.079,"39rsbhJAWSthbtMrooq2cq","https://api.spotify.com/v1/audio-analysis/39rsbhJAWSthbtMrooq2cq",4,1,215032,FALSE,"https://api.spotify.com/v1/tracks/39rsbhJAWSthbtMrooq2cq",FALSE,"Asphalt Love","https://p.scdn.co/mp3-preview/209e196288453aa7efe32e645ae90fbcd684b162?cid=c754a384dab5409faec10df188bbe142",9,"track","spotify:track:39rsbhJAWSthbtMrooq2cq","https://open.spotify.com/track/39rsbhJAWSthbtMrooq2cq","Geode","G","major","G major"
"Ark Patrol","3zaxUd86U92CdZkNa6NUo9","6s1ztxv92A4YTaSHQrMuoK","album","2019-02-21",2019,"day",0.683,0.465,11,-11.615,1,0.0386,0.0269,0.725,0.142,0.453,116.988,"6mPHaIKydwOWKTQbOuxSUK","https://api.spotify.com/v1/audio-analysis/6mPHaIKydwOWKTQbOuxSUK",4,1,229625,FALSE,"https://api.spotify.com/v1/tracks/6mPHaIKydwOWKTQbOuxSUK",FALSE,"Star Sale","https://p.scdn.co/mp3-preview/9be78ba12ffad587eea343d8176b1b766e6a4aef?cid=c754a384dab5409faec10df188bbe142",1,"track","spotify:track:6mPHaIKydwOWKTQbOuxSUK","https://open.spotify.com/track/6mPHaIKydwOWKTQbOuxSUK","Ark Patrol","B","major","B major"
