"artist_name","artist_id","album_id","album_type","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.182,0.739,7,-7.699,1,0.0624,0.000997,7.02e-05,0.708,0.25,148.257,"2KwUj3LXLvTkNRpGST33tQ","https://api.spotify.com/v1/audio-analysis/2KwUj3LXLvTkNRpGST33tQ",3,1,166336,FALSE,"https://api.spotify.com/v1/tracks/2KwUj3LXLvTkNRpGST33tQ",FALSE,"Moment - Montclair, NJ","https://p.scdn.co/mp3-preview/83aa114844a0db04ede7fba4ea11f3d45b4728d7?cid=70de8b5b9dfb42388b565626d698152e",1,"track","spotify:track:2KwUj3LXLvTkNRpGST33tQ","https://open.spotify.com/track/2KwUj3LXLvTkNRpGST33tQ","Montclair (Live at the Wellmont Theater)","G","major","G major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.333,0.58,2,-7.312,1,0.0319,0.0114,6.95e-05,0.965,0.162,111.9,"5Vr9CfZpn3oLHk2VvG5R2r","https://api.spotify.com/v1/audio-analysis/5Vr9CfZpn3oLHk2VvG5R2r",4,1,286737,FALSE,"https://api.spotify.com/v1/tracks/5Vr9CfZpn3oLHk2VvG5R2r",FALSE,"Darkness - Montclair, NJ","https://p.scdn.co/mp3-preview/1d95a502ce7d105e03350abfff1a7f97c6e2206e?cid=70de8b5b9dfb42388b565626d698152e",2,"track","spotify:track:5Vr9CfZpn3oLHk2VvG5R2r","https://open.spotify.com/track/5Vr9CfZpn3oLHk2VvG5R2r","Montclair (Live at the Wellmont Theater)","D","major","D major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.408,0.691,11,-8.985,1,0.0603,0.0546,0.000239,0.678,0.409,123.463,"4TqCqSkwXaKNZOqGiIE3iE","https://api.spotify.com/v1/audio-analysis/4TqCqSkwXaKNZOqGiIE3iE",4,1,228905,FALSE,"https://api.spotify.com/v1/tracks/4TqCqSkwXaKNZOqGiIE3iE",FALSE,"Rings - Montclair, NJ","https://p.scdn.co/mp3-preview/2e24a40134a2b4560a5dcb25ab35cda13c6744df?cid=70de8b5b9dfb42388b565626d698152e",3,"track","spotify:track:4TqCqSkwXaKNZOqGiIE3iE","https://open.spotify.com/track/4TqCqSkwXaKNZOqGiIE3iE","Montclair (Live at the Wellmont Theater)","B","major","B major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.336,0.667,8,-8.847,0,0.0659,0.0671,4.86e-05,0.977,0.413,142.771,"5mrlSws8kXXQ0zg6xaxqqo","https://api.spotify.com/v1/audio-analysis/5mrlSws8kXXQ0zg6xaxqqo",4,1,149372,FALSE,"https://api.spotify.com/v1/tracks/5mrlSws8kXXQ0zg6xaxqqo",FALSE,"Portal - Montclair, NJ","https://p.scdn.co/mp3-preview/a5ef4f908992faac274d1e98b618036db2ff21d2?cid=70de8b5b9dfb42388b565626d698152e",4,"track","spotify:track:5mrlSws8kXXQ0zg6xaxqqo","https://open.spotify.com/track/5mrlSws8kXXQ0zg6xaxqqo","Montclair (Live at the Wellmont Theater)","G#","minor","G# minor"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.315,0.615,4,-8.267,1,0.0411,0.018,0.000171,0.908,0.179,126.476,"4kFeJ9ftrCwrdAsd321lh8","https://api.spotify.com/v1/audio-analysis/4kFeJ9ftrCwrdAsd321lh8",3,1,219101,FALSE,"https://api.spotify.com/v1/tracks/4kFeJ9ftrCwrdAsd321lh8",FALSE,"Intrepid - Montclair, NJ","https://p.scdn.co/mp3-preview/2efaba0ba9b8f596a24c88ca1e29dbf728e3eaa1?cid=70de8b5b9dfb42388b565626d698152e",5,"track","spotify:track:4kFeJ9ftrCwrdAsd321lh8","https://open.spotify.com/track/4kFeJ9ftrCwrdAsd321lh8","Montclair (Live at the Wellmont Theater)","E","major","E major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.384,0.513,4,-8.64,1,0.039,0.151,0,0.66,0.342,141.221,"3DiHLfKTgoTOLWsuBVIDYc","https://api.spotify.com/v1/audio-analysis/3DiHLfKTgoTOLWsuBVIDYc",4,1,258829,FALSE,"https://api.spotify.com/v1/tracks/3DiHLfKTgoTOLWsuBVIDYc",FALSE,"Cadmium - Montclair, NJ","https://p.scdn.co/mp3-preview/e6e7530ce1c5f4a7b5269199ad876a97b46b2555?cid=70de8b5b9dfb42388b565626d698152e",6,"track","spotify:track:3DiHLfKTgoTOLWsuBVIDYc","https://open.spotify.com/track/3DiHLfKTgoTOLWsuBVIDYc","Montclair (Live at the Wellmont Theater)","E","major","E major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.388,0.766,11,-6.831,1,0.0477,0.000762,7.9e-05,0.616,0.354,123.903,"1K2jZElzjdC7N7mjgUJHDF","https://api.spotify.com/v1/audio-analysis/1K2jZElzjdC7N7mjgUJHDF",4,1,177223,FALSE,"https://api.spotify.com/v1/tracks/1K2jZElzjdC7N7mjgUJHDF",FALSE,"Cyclone - Montclair, NJ","https://p.scdn.co/mp3-preview/c0ec6307004a29c674f48644a7f061e68f55b59c?cid=70de8b5b9dfb42388b565626d698152e",7,"track","spotify:track:1K2jZElzjdC7N7mjgUJHDF","https://open.spotify.com/track/1K2jZElzjdC7N7mjgUJHDF","Montclair (Live at the Wellmont Theater)","B","major","B major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.449,0.684,0,-8.867,1,0.0501,0.0734,0,0.606,0.164,124.139,"13Vm7svvoCFmjNlTfyc8Vl","https://api.spotify.com/v1/audio-analysis/13Vm7svvoCFmjNlTfyc8Vl",3,1,70004,FALSE,"https://api.spotify.com/v1/tracks/13Vm7svvoCFmjNlTfyc8Vl",FALSE,"Spiral - Montclair, NJ","https://p.scdn.co/mp3-preview/b84a415c6b0ddbf12c276da50f79a05f7270616d?cid=70de8b5b9dfb42388b565626d698152e",8,"track","spotify:track:13Vm7svvoCFmjNlTfyc8Vl","https://open.spotify.com/track/13Vm7svvoCFmjNlTfyc8Vl","Montclair (Live at the Wellmont Theater)","C","major","C major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.312,0.54,7,-9.244,1,0.0356,0.0796,0.000857,0.701,0.281,101.441,"0Ws5QQWnAQ7EQrkA6gIFDE","https://api.spotify.com/v1/audio-analysis/0Ws5QQWnAQ7EQrkA6gIFDE",4,1,249825,FALSE,"https://api.spotify.com/v1/tracks/0Ws5QQWnAQ7EQrkA6gIFDE",FALSE,"Alarmist - Montclair, NJ","https://p.scdn.co/mp3-preview/bcaecd22f948e5f0398e62987009b1265d30c97c?cid=70de8b5b9dfb42388b565626d698152e",9,"track","spotify:track:0Ws5QQWnAQ7EQrkA6gIFDE","https://open.spotify.com/track/0Ws5QQWnAQ7EQrkA6gIFDE","Montclair (Live at the Wellmont Theater)","G","major","G major"
"Pinegrove","2gbT6GPXMis0OAkZbEQCYB","5vmuul5vSPAwPnD50b4jPe","album","2023-05-12",2023,"day",0.276,0.55,5,-8.36,1,0.0344,0.153,1.19e-05,0.722,0.38,179.078,"5CitMTN8Iptg1JqXIlZuxN","https://api.spotify.com/v1/audio-analysis/5CitMTN8Iptg1JqXIlZuxN",4,1,238938,FALSE,"https://api.spotify.com/v1/tracks/5CitMTN8Iptg1JqXIlZuxN",FALSE,"Dotted Line - Montclair, NJ","https://p.scdn.co/mp3-preview/ffae3bed6f1e443e2d6806a04a93214bf415f90d?cid=70de8b5b9dfb42388b565626d698152e",10,"track","spotify:track:5CitMTN8Iptg1JqXIlZuxN","https://open.spotify.com/track/5CitMTN8Iptg1JqXIlZuxN","Montclair (Live at the Wellmont Theater)","F","major","F major"
